Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [306]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [307]
                0.00    0.00       1/1           __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::sqrt<int>(int) [305]
                0.00    0.00       1/1           gaussian_shaped_labels(double, int, int) [287]
                0.00    0.00       1/1           cosine_window_function(int, int) [286]
                0.00    0.00       1/1015        cv::Mat::channels() const [181]
                0.00    0.00       1/1           scale_window_function(int) [285]
                0.00    0.00       1/1           double const& std::max<double>(double const&, double const&) [303]
                0.00    0.00       1/1           std::log(float) [302]
                0.00    0.00       1/1           float const& std::min<float>(float const&, float const&) [304]
                0.00    0.00       1/25          model::model() [273]
-----------------------------------------------
                0.11    0.10     779/779         fhog(float*, float*, float*, int, int, int, int, int, float) [3]
[6]     30.1    0.11    0.10     779         gradHist(float*, float*, float*, int, int, int, int, int, bool) [6]
                0.01    0.04   21412/21412       gradQuantize(float*, float*, int*, int*, float*, float*, int, int, float, int, bool, bool) [10]
                0.02    0.00 1913318/3426456     LDu(float const&) [11]
                0.01    0.00 1907481/2719029     ADD(float __vector(4), float __vector(4)) [15]
                0.01    0.00 1004319/2999012     SET(float const&) [12]
                0.01    0.00 1894725/1894725     SET(float, float, float, float) [19]
                0.00    0.00 1901239/4288138     MUL(float __vector(4), float __vector(4)) [18]
                0.00    0.00 1916638/2167764     STRu(float&, float __vector(4)) [45]
                0.00    0.00    4839/7654        alFree(void*) [102]
                0.00    0.00    3872/6755        alMalloc(unsigned long, int) [106]
-----------------------------------------------
                0.10    0.06     717/717         FHoG::extract(cv::Mat const&, int, int, int, int, float) [1]
[7]     22.8    0.10    0.06     717         gradMag(float*, float*, float*, int, int, int, bool) [7]
                0.02    0.01   21827/21827       grad1(float*, float*, float*, int, int, int) [13]
                0.01    0.00 1334222/2999012     SET(float const&) [12]
                0.01    0.00  282170/282170      XOR(float __vector(4), float __vector(4)) [20]
                0.00    0.00  499014/3426456     LDu(float const&) [11]
                0.00    0.00  523478/2719029     ADD(float __vector(4), float __vector(4)) [15]
                0.00    0.00 1104719/4288138     MUL(float __vector(4), float __vector(4)) [18]
                0.00    0.00  529104/529104      AND(float __vector(4), float __vector(4)) [51]
                0.00    0.00  282496/282496      RCPSQRT(float __vector(4)) [56]
                0.00    0.00  282462/282462      RCP(float __vector(4)) [57]
                0.00    0.00  279535/279535      MIN(float __vector(4), float __vector(4)) [58]
                0.00    0.00  251126/2167764     STRu(float&, float __vector(4)) [45]
                0.00    0.00  247235/247235      CMPLT(float __vector(4), float __vector(4)) [61]
                0.00    0.00    2883/6755        alMalloc(unsigned long, int) [106]
                0.00    0.00    2815/7654        alFree(void*) [102]
                0.00    0.00     853/853         acosTable() [188]
-----------------------------------------------
                0.15    0.00    3352/3352        fhog(float*, float*, float*, int, int, int, int, int, float) [3]
[8]     21.4    0.15    0.00    3352         hogChannels(float*, float const*, float const*, int, int, int, float, int) [8]
-----------------------------------------------
                0.04    0.02     283/283         inference(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [5]
[9]      8.6    0.04    0.02     283         CNFeat::extract(cv::Mat const&) [9]
                0.02    0.00 24451200/24451200     cv::Vec<unsigned char, 3>::operator[](int) [14]
                0.00    0.00 8150400/8150400     CNFeat::rgb2id(int, int, int) [43]
                0.00    0.00  815040/815040      cv::Vec<unsigned char, 3> const& cv::Mat::at<cv::Vec<unsigned char, 3> >(int, int) const [48]
                0.00    0.00  815040/815040      cv::Vec<unsigned char, 3>::Vec(cv::Vec<unsigned char, 3> const&) [46]
                0.00    0.00  206590/323879      std::vector<cv::Mat, std::allocator<cv::Mat> >::operator[](unsigned long) [53]
                0.00    0.00  203760/545259      float* cv::Mat::ptr<float>(int) [50]
                0.00    0.00    2830/2832        cv::MatSize::operator()() const [125]
                0.00    0.00     283/2656        std::allocator<cv::Mat>::allocator() [130]
                0.00    0.00     283/1410        std::vector<cv::Mat, std::allocator<cv::Mat> >::vector(unsigned long, std::allocator<cv::Mat> const&) [158]
                0.00    0.00     283/10572       std::allocator<cv::Mat>::~allocator() [91]
-----------------------------------------------
                0.01    0.04   21412/21412       gradHist(float*, float*, float*, int, int, int, int, int, bool) [6]
[10]     6.5    0.01    0.04   21412         gradQuantize(float*, float*, int*, int*, float*, float*, int, int, float, int, bool, bool) [10]
                0.02    0.00  280016/280016      AND(long long __vector(2), long long __vector(2)) [16]
                0.01    0.00  630994/2999012     SET(float const&) [12]
                0.00    0.00  558024/3426456     LDu(float const&) [11]
                0.00    0.00  288070/2719029     ADD(float __vector(4), float __vector(4)) [15]
                0.00    0.00  849481/4288138     MUL(float __vector(4), float __vector(4)) [18]
                0.00    0.00  572712/572712      CVT(float __vector(4)) [49]
                0.00    0.00  321872/321872      SET(int const&) [54]
                0.00    0.00  284772/284772      CMPGT(long long __vector(2), long long __vector(2)) [55]
                0.00    0.00  279058/279058      CVT(long long __vector(2)) [59]
-----------------------------------------------
                0.00    0.00  456100/3426456     grad1(float*, float*, float*, int, int, int) [13]
                0.00    0.00  499014/3426456     gradMag(float*, float*, float*, int, int, int, bool) [7]
                0.00    0.00  558024/3426456     gradQuantize(float*, float*, int*, int*, float*, float*, int, int, float, int, bool, bool) [10]
                0.02    0.00 1913318/3426456     gradHist(float*, float*, float*, int, int, int, int, int, bool) [6]
[11]     4.3    0.03    0.00 3426456         LDu(float const&) [11]
-----------------------------------------------
                0.00    0.00   29477/2999012     grad1(float*, float*, float*, int, int, int) [13]
                0.01    0.00  630994/2999012     gradQuantize(float*, float*, int*, int*, float*, float*, int, int, float, int, bool, bool) [10]
                0.01    0.00 1004319/2999012     gradHist(float*, float*, float*, int, int, int, int, int, bool) [6]
                0.01    0.00 1334222/2999012     gradMag(float*, float*, float*, int, int, int, bool) [7]
[12]     4.3    0.03    0.00 2999012         SET(float const&) [12]
-----------------------------------------------
                0.02    0.01   21827/21827       gradMag(float*, float*, float*, int, int, int, bool) [7]
[13]     3.6    0.02    0.01   21827         grad1(float*, float*, float*, int, int, int) [13]
                0.00    0.00  456100/3426456     LDu(float const&) [11]
                0.00    0.00  432699/4288138     MUL(float __vector(4), float __vector(4)) [18]
                0.00    0.00   29477/2999012     SET(float const&) [12]
                0.00    0.00  432573/432573      SUB(float __vector(4), float __vector(4)) [52]
-----------------------------------------------
                0.02    0.00 24451200/24451200     CNFeat::extract(cv::Mat const&) [9]
[14]     2.9    0.02    0.00 24451200         cv::Vec<unsigned char, 3>::operator[](int) [14]
-----------------------------------------------
                0.00    0.00  288070/2719029     gradQuantize(float*, float*, int*, int*, float*, float*, int, int, float, int, bool, bool) [10]
                0.00    0.00  523478/2719029     gradMag(float*, float*, float*, int, int, int, bool) [7]
                0.01    0.00 1907481/2719029     gradHist(float*, float*, float*, int, int, int, int, int, bool) [6]
[15]     2.9    0.02    0.00 2719029         ADD(float __vector(4), float __vector(4)) [15]
-----------------------------------------------
                0.02    0.00  280016/280016      gradQuantize(float*, float*, int*, int*, float*, float*, int, int, float, int, bool, bool) [10]
[16]     2.9    0.02    0.00  280016         AND(long long __vector(2), long long __vector(2)) [16]
-----------------------------------------------
                0.02    0.00    1054/1054        fhog(float*, float*, float*, int, int, int, int, int, float) [3]
[17]     2.9    0.02    0.00    1054         hogNormMatrix(float*, int, int, int, int) [17]
                0.00    0.00   56320/56320       std::sqrt(float) [70]
                0.00    0.00    1210/3169        wrCalloc(unsigned long, unsigned long) [121]
-----------------------------------------------
                0.00    0.00  432699/4288138     grad1(float*, float*, float*, int, int, int) [13]
                0.00    0.00  849481/4288138     gradQuantize(float*, float*, int*, int*, float*, float*, int, int, float, int, bool, bool) [10]
                0.00    0.00 1104719/4288138     gradMag(float*, float*, float*, int, int, int, bool) [7]
                0.00    0.00 1901239/4288138     gradHist(float*, float*, float*, int, int, int, int, int, bool) [6]
[18]     1.4    0.01    0.00 4288138         MUL(float __vector(4), float __vector(4)) [18]
-----------------------------------------------
                0.01    0.00 1894725/1894725     gradHist(float*, float*, float*, int, int, int, int, int, bool) [6]
[19]     1.4    0.01    0.00 1894725         SET(float, float, float, float) [19]
-----------------------------------------------
                0.01    0.00  282170/282170      gradMag(float*, float*, float*, int, int, int, bool) [7]
[20]     1.4    0.01    0.00  282170         XOR(float __vector(4), float __vector(4)) [20]
-----------------------------------------------
                0.00    0.00     849/1776        inference(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [5]
                0.01    0.00     927/1776        _GLOBAL__sub_I_m [2]
[21]     1.4    0.01    0.00    1776         std::vector<cv::Mat, std::allocator<cv::Mat> >::operator=(std::vector<cv::Mat, std::allocator<cv::Mat> >&&) [21]
                0.00    0.00    2068/2068        std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_move_assign(std::vector<cv::Mat, std::allocator<cv::Mat> >&&, std::integral_constant<bool, true>) [142]
                0.00    0.00    1932/1932        std::remove_reference<std::vector<cv::Mat, std::allocator<cv::Mat> >&>::type&& std::move<std::vector<cv::Mat, std::allocator<cv::Mat> >&>(std::vector<cv::Mat, std::allocator<cv::Mat> >&) [148]
-----------------------------------------------
                0.01    0.00     141/141         inference(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [5]
[22]     1.4    0.01    0.00     141         newifft2_for_y(complex_mat const&) [22]
                0.00    0.00   30456/545259      float* cv::Mat::ptr<float>(int) [50]
                0.00    0.00     141/621         IFFT2(_COMPLEX**, float**, int, int) [197]
-----------------------------------------------
                0.00    0.00      76/47698       newtrainmodel(complex_mat&, complex_mat&, complex_mat&, complex_mat&, float&, float&, float&, float&, cv::Mat const&, cv::Mat const&, complex_mat const&, int, int, float, float, cv::Mat const&, int, float) [24]
                0.00    0.00     192/47698       sqrmag(std::vector<complex_mat, std::allocator<complex_mat> > const&, int, int) [36]
                0.00    0.00     241/47698       plus_com(complex_mat const&, float const&) [35]
                0.00    0.00     282/47698       resizeDFT2(complex_mat const&, int const*) [33]
                0.00    0.00     282/47698       resizeDFT(complex_mat const&, int) [34]
                0.00    0.00     283/47698       get_scale_subwindow(cv::Mat const&, int, int, int, int, float*, int*, float, int, int, int, int) [32]
                0.00    0.00     660/47698       new_gaussian_correlation(std::vector<complex_mat, std::allocator<complex_mat> > const&, std::vector<complex_mat, std::allocator<complex_mat> > const&, double, bool, int, int, int) [25]
                0.00    0.00     850/47698       plus_com(complex_mat const&, complex_mat const&) [31]
                0.00    0.00    1007/47698       conj_com(complex_mat const&) [30]
                0.00    0.00    1900/47698       mul_com(complex_mat const&, float const&) [28]
                0.00    0.00    2256/47698       sqrmag(std::vector<complex_mat, std::allocator<complex_mat> > const&, std::vector<complex_mat, std::allocator<complex_mat> > const&, int, int) [27]
                0.00    0.00    2496/47698       mul_com(complex_mat const&, complex_mat const&) [26]
                0.00    0.00    7622/47698       inference(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [5]
                0.01    0.00   29551/47698       _GLOBAL__sub_I_m [2]
[23]     1.4    0.01    0.00   47698         cv::Mat::operator=(cv::MatExpr const&) [23]
-----------------------------------------------
                0.00    0.00      24/24          inference(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [5]
[24]     0.1    0.00    0.00      24         newtrainmodel(complex_mat&, complex_mat&, complex_mat&, complex_mat&, float&, float&, float&, float&, cv::Mat const&, cv::Mat const&, complex_mat const&, int, int, float, float, cv::Mat const&, int, float) [24]
                0.00    0.00     668/950         mul_com(complex_mat const&, float const&) [28]
                0.00    0.00     300/1248        mul_com(complex_mat const&, complex_mat const&) [26]
                0.00    0.00     284/425         plus_com(complex_mat const&, complex_mat const&) [31]
                0.00    0.00      50/191         div_com(complex_mat const&, complex_mat const&) [29]
                0.00    0.00     200/1007        conj_com(complex_mat const&) [30]
                0.00    0.00     100/241         plus_com(complex_mat const&, float const&) [35]
                0.00    0.00      76/47698       cv::Mat::operator=(cv::MatExpr const&) [23]
                0.00    0.00    1890/10109       complex_mat::~complex_mat() [93]
                0.00    0.00     652/58879       cv::_InputArray::~_InputArray() [69]
                0.00    0.00     534/3628        complex_mat::operator=(complex_mat&&) [116]
                0.00    0.00     526/40833       cv::_InputArray::_InputArray(cv::Mat const&) [74]
                0.00    0.00     328/75150       cv::MatExpr::~MatExpr() [66]
                0.00    0.00     252/5148        cv::Vec<double, 4>::operator[](int) [111]
                0.00    0.00     240/10109       complex_mat::complex_mat() [92]
                0.00    0.00     200/14399       cv::_OutputArray::_OutputArray(cv::Mat&) [87]
                0.00    0.00     200/17247       cv::_OutputArray::~_OutputArray() [85]
                0.00    0.00     150/480         newifft2(complex_mat const&) [206]
                0.00    0.00     150/24957       cv::Mat::operator=(cv::Mat&&) [81]
                0.00    0.00     112/112         complex_mat::operator=(complex_mat const&) [263]
                0.00    0.00      52/52          std::abs(float) [270]
                0.00    0.00      50/4060        cv::MatExpr::operator cv::Mat() const [113]
                0.00    0.00      48/190         newfft2(cv::Mat const&) [257]
                0.00    0.00      24/25          model::model() [273]
-----------------------------------------------
                0.00    0.00     330/330         inference(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [5]
[25]     0.1    0.00    0.00     330         new_gaussian_correlation(std::vector<complex_mat, std::allocator<complex_mat> > const&, std::vector<complex_mat, std::allocator<complex_mat> > const&, double, bool, int, int, int) [25]
                0.00    0.00     282/282         sqrmag(std::vector<complex_mat, std::allocator<complex_mat> > const&, std::vector<complex_mat, std::allocator<complex_mat> > const&, int, int) [27]
                0.00    0.00     660/47698       cv::Mat::operator=(cv::MatExpr const&) [23]
                0.00    0.00      48/48          sqrmag(std::vector<complex_mat, std::allocator<complex_mat> > const&, int, int) [36]
                0.00    0.00    2640/18648       std::vector<complex_mat, std::allocator<complex_mat> >::operator[](unsigned long) const [83]
                0.00    0.00    2640/7544        std::vector<complex_mat, std::allocator<complex_mat> >::operator[](unsigned long) [104]
                0.00    0.00    2640/2640        cv::operator+=(cv::Mat&, cv::Mat const&) [133]
                0.00    0.00    2310/75150       cv::MatExpr::~MatExpr() [66]
                0.00    0.00     660/58879       cv::_InputArray::~_InputArray() [69]
                0.00    0.00     612/612         sqrnorm(std::vector<complex_mat, std::allocator<complex_mat> > const&, int, int) [198]
                0.00    0.00     330/10109       complex_mat::complex_mat() [92]
                0.00    0.00     330/378         cv::_InputArray::_InputArray(double const&) [208]
                0.00    0.00     330/480         newifft2(complex_mat const&) [206]
                0.00    0.00     330/24957       cv::Mat::operator=(cv::Mat&&) [81]
                0.00    0.00     330/14399       cv::_OutputArray::_OutputArray(cv::Mat&) [87]
                0.00    0.00     330/571         cv::Scalar_<double>::Scalar_(double) [199]
                0.00    0.00     330/4060        cv::MatExpr::operator cv::Mat() const [113]
                0.00    0.00     330/17247       cv::_OutputArray::~_OutputArray() [85]
                0.00    0.00     330/10109       complex_mat::~complex_mat() [93]
                0.00    0.00     330/334         std::vector<complex_mat, std::allocator<complex_mat> >::~vector() [232]
-----------------------------------------------
                0.00    0.00     300/1248        newtrainmodel(complex_mat&, complex_mat&, complex_mat&, complex_mat&, float&, float&, float&, float&, cv::Mat const&, cv::Mat const&, complex_mat const&, int, int, float, float, cv::Mat const&, int, float) [24]
                0.00    0.00     382/1248        div_com(complex_mat const&, complex_mat const&) [29]
                0.00    0.00     566/1248        inference(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [5]
[26]     0.1    0.00    0.00    1248         mul_com(complex_mat const&, complex_mat const&) [26]
                0.00    0.00    2496/47698       cv::Mat::operator=(cv::MatExpr const&) [23]
                0.00    0.00    7488/75150       cv::MatExpr::~MatExpr() [66]
                0.00    0.00    4992/40833       cv::_InputArray::_InputArray(cv::Mat const&) [74]
                0.00    0.00    4992/58879       cv::_InputArray::~_InputArray() [69]
                0.00    0.00    1248/10109       complex_mat::complex_mat() [92]
-----------------------------------------------
                0.00    0.00     282/282         new_gaussian_correlation(std::vector<complex_mat, std::allocator<complex_mat> > const&, std::vector<complex_mat, std::allocator<complex_mat> > const&, double, bool, int, int, int) [25]
[27]     0.1    0.00    0.00     282         sqrmag(std::vector<complex_mat, std::allocator<complex_mat> > const&, std::vector<complex_mat, std::allocator<complex_mat> > const&, int, int) [27]
                0.00    0.00    2256/47698       cv::Mat::operator=(cv::MatExpr const&) [23]
                0.00    0.00    9024/18648       std::vector<complex_mat, std::allocator<complex_mat> >::operator[](unsigned long) const [83]
                0.00    0.00    6768/75150       cv::MatExpr::~MatExpr() [66]
                0.00    0.00    4512/40833       cv::_InputArray::_InputArray(cv::Mat const&) [74]
                0.00    0.00    4512/58879       cv::_InputArray::~_InputArray() [69]
                0.00    0.00    2256/7544        std::vector<complex_mat, std::allocator<complex_mat> >::operator[](unsigned long) [104]
                0.00    0.00     282/334         std::allocator<complex_mat>::allocator() [214]
                0.00    0.00     282/334         std::vector<complex_mat, std::allocator<complex_mat> >::vector(unsigned long, std::allocator<complex_mat> const&) [231]
                0.00    0.00     282/1002        std::allocator<complex_mat>::~allocator() [183]
-----------------------------------------------
                0.00    0.00     282/950         inference(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [5]
                0.00    0.00     668/950         newtrainmodel(complex_mat&, complex_mat&, complex_mat&, complex_mat&, float&, float&, float&, float&, cv::Mat const&, cv::Mat const&, complex_mat const&, int, int, float, float, cv::Mat const&, int, float) [24]
[28]     0.1    0.00    0.00     950         mul_com(complex_mat const&, float const&) [28]
                0.00    0.00    1900/47698       cv::Mat::operator=(cv::MatExpr const&) [23]
                0.00    0.00    1900/75150       cv::MatExpr::~MatExpr() [66]
                0.00    0.00     950/10109       complex_mat::complex_mat() [92]
-----------------------------------------------
                0.00    0.00      50/191         newtrainmodel(complex_mat&, complex_mat&, complex_mat&, complex_mat&, float&, float&, float&, float&, cv::Mat const&, cv::Mat const&, complex_mat const&, int, int, float, float, cv::Mat const&, int, float) [24]
                0.00    0.00     141/191         inference(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [5]
[29]     0.0    0.00    0.00     191         div_com(complex_mat const&, complex_mat const&) [29]
                0.00    0.00     382/1248        mul_com(complex_mat const&, complex_mat const&) [26]
                0.00    0.00     382/1007        conj_com(complex_mat const&) [30]
                0.00    0.00    1146/10109       complex_mat::~complex_mat() [93]
                0.00    0.00     764/40833       cv::_InputArray::_InputArray(cv::Mat const&) [74]
                0.00    0.00     764/58879       cv::_InputArray::~_InputArray() [69]
                0.00    0.00     573/10109       complex_mat::complex_mat() [92]
                0.00    0.00     382/3628        complex_mat::operator=(complex_mat&&) [116]
                0.00    0.00     382/14399       cv::_OutputArray::_OutputArray(cv::Mat&) [87]
                0.00    0.00     382/17247       cv::_OutputArray::~_OutputArray() [85]
-----------------------------------------------
                0.00    0.00     200/1007        newtrainmodel(complex_mat&, complex_mat&, complex_mat&, complex_mat&, float&, float&, float&, float&, cv::Mat const&, cv::Mat const&, complex_mat const&, int, int, float, float, cv::Mat const&, int, float) [24]
                0.00    0.00     382/1007        div_com(complex_mat const&, complex_mat const&) [29]
                0.00    0.00     425/1007        inference(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [5]
[30]     0.0    0.00    0.00    1007         conj_com(complex_mat const&) [30]
                0.00    0.00    1007/47698       cv::Mat::operator=(cv::MatExpr const&) [23]
                0.00    0.00    1007/10109       complex_mat::complex_mat() [92]
                0.00    0.00    1007/24957       cv::Mat::operator=(cv::Mat&&) [81]
                0.00    0.00    1007/75150       cv::MatExpr::~MatExpr() [66]
-----------------------------------------------
                0.00    0.00     141/425         inference(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [5]
                0.00    0.00     284/425         newtrainmodel(complex_mat&, complex_mat&, complex_mat&, complex_mat&, float&, float&, float&, float&, cv::Mat const&, cv::Mat const&, complex_mat const&, int, int, float, float, cv::Mat const&, int, float) [24]
[31]     0.0    0.00    0.00     425         plus_com(complex_mat const&, complex_mat const&) [31]
                0.00    0.00     850/47698       cv::Mat::operator=(cv::MatExpr const&) [23]
                0.00    0.00     850/75150       cv::MatExpr::~MatExpr() [66]
                0.00    0.00     425/10109       complex_mat::complex_mat() [92]
-----------------------------------------------
                0.00    0.00     283/283         inference(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [5]
[32]     0.0    0.00    0.00     283         get_scale_subwindow(cv::Mat const&, int, int, int, int, float*, int*, float, int, int, int, int) [32]
                0.00    0.00     283/47698       cv::Mat::operator=(cv::MatExpr const&) [23]
                0.00    0.00    1132/1704        __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::floor<int>(int) [151]
                0.00    0.00     566/75150       cv::MatExpr::~MatExpr() [66]
                0.00    0.00     283/61208       cv::Size_<int>::Size_() [68]
                0.00    0.00     283/1015        cv::Mat::channels() const [181]
                0.00    0.00     283/707         cv::Point_<int>::Point_() [192]
                0.00    0.00     283/4060        cv::MatExpr::operator cv::Mat() const [113]
-----------------------------------------------
                0.00    0.00     141/141         inference(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [5]
[33]     0.0    0.00    0.00     141         resizeDFT2(complex_mat const&, int const*) [33]
                0.00    0.00     282/47698       cv::Mat::operator=(cv::MatExpr const&) [23]
                0.00    0.00   19176/545259      float* cv::Mat::ptr<float>(int) [50]
                0.00    0.00     282/10109       complex_mat::complex_mat() [92]
                0.00    0.00     282/24957       cv::Mat::operator=(cv::Mat&&) [81]
                0.00    0.00     282/75150       cv::MatExpr::~MatExpr() [66]
                0.00    0.00     141/10109       complex_mat::~complex_mat() [93]
-----------------------------------------------
                0.00    0.00     141/141         inference(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [5]
[34]     0.0    0.00    0.00     141         resizeDFT(complex_mat const&, int) [34]
                0.00    0.00     282/47698       cv::Mat::operator=(cv::MatExpr const&) [23]
                0.00    0.00     564/545259      float* cv::Mat::ptr<float>(int) [50]
                0.00    0.00     282/10109       complex_mat::complex_mat() [92]
                0.00    0.00     282/24957       cv::Mat::operator=(cv::Mat&&) [81]
                0.00    0.00     282/75150       cv::MatExpr::~MatExpr() [66]
                0.00    0.00     141/10109       complex_mat::~complex_mat() [93]
-----------------------------------------------
                0.00    0.00     100/241         newtrainmodel(complex_mat&, complex_mat&, complex_mat&, complex_mat&, float&, float&, float&, float&, cv::Mat const&, cv::Mat const&, complex_mat const&, int, int, float, float, cv::Mat const&, int, float) [24]
                0.00    0.00     141/241         inference(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [5]
[35]     0.0    0.00    0.00     241         plus_com(complex_mat const&, float const&) [35]
                0.00    0.00     241/47698       cv::Mat::operator=(cv::MatExpr const&) [23]
                0.00    0.00     241/10109       complex_mat::complex_mat() [92]
                0.00    0.00     241/571         cv::Scalar_<double>::Scalar_(double) [199]
                0.00    0.00     241/75150       cv::MatExpr::~MatExpr() [66]
                0.00    0.00     241/24957       cv::Mat::operator=(cv::Mat&&) [81]
-----------------------------------------------
                0.00    0.00      48/48          new_gaussian_correlation(std::vector<complex_mat, std::allocator<complex_mat> > const&, std::vector<complex_mat, std::allocator<complex_mat> > const&, double, bool, int, int, int) [25]
[36]     0.0    0.00    0.00      48         sqrmag(std::vector<complex_mat, std::allocator<complex_mat> > const&, int, int) [36]
                0.00    0.00     192/47698       cv::Mat::operator=(cv::MatExpr const&) [23]
                0.00    0.00     864/18648       std::vector<complex_mat, std::allocator<complex_mat> >::operator[](unsigned long) const [83]
                0.00    0.00     576/75150       cv::MatExpr::~MatExpr() [66]
                0.00    0.00     432/58879       cv::_InputArray::~_InputArray() [69]
                0.00    0.00     384/40833       cv::_InputArray::_InputArray(cv::Mat const&) [74]
                0.00    0.00     384/7544        std::vector<complex_mat, std::allocator<complex_mat> >::operator[](unsigned long) [104]
                0.00    0.00      48/334         std::allocator<complex_mat>::allocator() [214]
                0.00    0.00      48/334         std::vector<complex_mat, std::allocator<complex_mat> >::vector(unsigned long, std::allocator<complex_mat> const&) [231]
                0.00    0.00      48/1002        std::allocator<complex_mat>::~allocator() [183]
                0.00    0.00      48/378         cv::_InputArray::_InputArray(double const&) [208]
-----------------------------------------------
                0.00    0.00 8150400/8150400     CNFeat::extract(cv::Mat const&) [9]
[43]     0.0    0.00    0.00 8150400         CNFeat::rgb2id(int, int, int) [43]
-----------------------------------------------
                0.00    0.00       1/3389023     gaussian_shaped_labels(double, int, int) [287]
                0.00    0.00 3389022/3389023     FHoG::extract(cv::Mat const&, int, int, int, int, float) [1]
[44]     0.0    0.00    0.00 3389023         float& cv::Mat::at<float>(int, int) [44]
-----------------------------------------------
                0.00    0.00  251126/2167764     gradMag(float*, float*, float*, int, int, int, bool) [7]
                0.00    0.00 1916638/2167764     gradHist(float*, float*, float*, int, int, int, int, int, bool) [6]
[45]     0.0    0.00    0.00 2167764         STRu(float&, float __vector(4)) [45]
-----------------------------------------------
                0.00    0.00  815040/815040      CNFeat::extract(cv::Mat const&) [9]
